,path,speakerId,transcription,intent,intentLbl
153,../smart-lights-en-close-field/speech_corpus/audio/1582.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,switch bathroom lights off,SwitchLightOff,4
156,../smart-lights-en-close-field/speech_corpus/audio/850.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please increase the brightness of the lights,IncreaseBrightness,1
157,../smart-lights-en-close-field/speech_corpus/audio/665.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower the lighting in the garage.,DecreaseBrightness,0
161,../smart-lights-en-close-field/speech_corpus/audio/908.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please turn off the lights in the bed room,SwitchLightOff,4
97,../smart-lights-en-close-field/speech_corpus/audio/233.wav,550b9155-6601-488b-82c9-d316036fc144,Decrease light brightness in kitchen,DecreaseBrightness,0
108,../smart-lights-en-close-field/speech_corpus/audio/946.wav,550b9155-6601-488b-82c9-d316036fc144,Power the office lights,SwitchLightOn,5
231,../smart-lights-en-close-field/speech_corpus/audio/696.wav,550b9155-6601-488b-82c9-d316036fc144,Make lights dimmer,DecreaseBrightness,0
315,../smart-lights-en-close-field/speech_corpus/audio/1548.wav,550b9155-6601-488b-82c9-d316036fc144,please turn down the light for me,DecreaseBrightness,0
420,../smart-lights-en-close-field/speech_corpus/audio/74.wav,550b9155-6601-488b-82c9-d316036fc144,Can you decrease the brightness,DecreaseBrightness,0
464,../smart-lights-en-close-field/speech_corpus/audio/1227.wav,550b9155-6601-488b-82c9-d316036fc144,Turn on the office lights,SwitchLightOn,5
570,../smart-lights-en-close-field/speech_corpus/audio/444.wav,550b9155-6601-488b-82c9-d316036fc144,I want the lights on,SwitchLightOn,5
830,../smart-lights-en-close-field/speech_corpus/audio/480.wav,550b9155-6601-488b-82c9-d316036fc144,I want to make the light dimmer,DecreaseBrightness,0
889,../smart-lights-en-close-field/speech_corpus/audio/655.wav,550b9155-6601-488b-82c9-d316036fc144,Lower brightness,DecreaseBrightness,0
896,../smart-lights-en-close-field/speech_corpus/audio/1401.wav,550b9155-6601-488b-82c9-d316036fc144,decrease brightness in cellar,DecreaseBrightness,0
1051,../smart-lights-en-close-field/speech_corpus/audio/230.wav,550b9155-6601-488b-82c9-d316036fc144,Decrease brightness in bedroom,DecreaseBrightness,0
1065,../smart-lights-en-close-field/speech_corpus/audio/303.wav,550b9155-6601-488b-82c9-d316036fc144,Help me make it so the light is not so bright,DecreaseBrightness,0
1233,../smart-lights-en-close-field/speech_corpus/audio/279.wav,550b9155-6601-488b-82c9-d316036fc144,Get me some lights in the kitchen,SwitchLightOn,5
1253,../smart-lights-en-close-field/speech_corpus/audio/666.wav,550b9155-6601-488b-82c9-d316036fc144,Lower the lights,DecreaseBrightness,0
1256,../smart-lights-en-close-field/speech_corpus/audio/536.wav,550b9155-6601-488b-82c9-d316036fc144,I'd like to activate lights in my cubicle,SwitchLightOn,5
1261,../smart-lights-en-close-field/speech_corpus/audio/1655.wav,550b9155-6601-488b-82c9-d316036fc144,turn the light down in the patio,DecreaseBrightness,0
1293,../smart-lights-en-close-field/speech_corpus/audio/924.wav,550b9155-6601-488b-82c9-d316036fc144,Please turn the lights down,DecreaseBrightness,0
68,../smart-lights-en-close-field/speech_corpus/audio/940.wav,550b9155-6601-488b-82c9-d316036fc144,Power on the lamps in the toilets,SwitchLightOn,5
122,../smart-lights-en-close-field/speech_corpus/audio/414.wav,550b9155-6601-488b-82c9-d316036fc144,I want the dining room lights to be turned on,SwitchLightOn,5
162,../smart-lights-en-close-field/speech_corpus/audio/1296.wav,550b9155-6601-488b-82c9-d316036fc144,Turn the lights on in the pantry,SwitchLightOn,5
19,../smart-lights-en-close-field/speech_corpus/audio/971.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Reduce the brightness in the bedroom please,DecreaseBrightness,0
149,../smart-lights-en-close-field/speech_corpus/audio/234.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Decrease light brightness please,DecreaseBrightness,0
333,../smart-lights-en-close-field/speech_corpus/audio/1131.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn brightness down in bed room,DecreaseBrightness,0
381,../smart-lights-en-close-field/speech_corpus/audio/1248.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn the bulb brightness down.,DecreaseBrightness,0
619,../smart-lights-en-close-field/speech_corpus/audio/1402.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,decrease brightness in the basement,DecreaseBrightness,0
774,../smart-lights-en-close-field/speech_corpus/audio/1243.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn the brightness down in the toilet room,DecreaseBrightness,0
909,../smart-lights-en-close-field/speech_corpus/audio/1090.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,The bulbs should not be so bright.,DecreaseBrightness,0
1011,../smart-lights-en-close-field/speech_corpus/audio/700.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Make my bulbs less bright.,DecreaseBrightness,0
10,../smart-lights-en-close-field/speech_corpus/audio/237.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Decrease the brightness of the bulbs.,DecreaseBrightness,0
99,../smart-lights-en-close-field/speech_corpus/audio/841.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Please decrease the brightness.,DecreaseBrightness,0
31,../smart-lights-en-close-field/speech_corpus/audio/674.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Make certain no lights are on in the bathroom,SwitchLightOff,4
36,../smart-lights-en-close-field/speech_corpus/audio/897.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Please turn down the lights,DecreaseBrightness,0
52,../smart-lights-en-close-field/speech_corpus/audio/1057.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Stop the lights from shining in the bathroom,SwitchLightOff,4
61,../smart-lights-en-close-field/speech_corpus/audio/1477.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,lights at seventy-three in the bedroom please.,SetLightBrightness,2
137,../smart-lights-en-close-field/speech_corpus/audio/1308.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights to a lower setting,DecreaseBrightness,0
153,../smart-lights-en-close-field/speech_corpus/audio/1416.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,dining room needs to be at twelve percent,SetLightBrightness,2
183,../smart-lights-en-close-field/speech_corpus/audio/1059.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Stop the lights to be on,SwitchLightOff,4
440,../smart-lights-en-close-field/speech_corpus/audio/1278.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights off,SwitchLightOff,4
498,../smart-lights-en-close-field/speech_corpus/audio/1470.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,laundry room lights to two,SetLightBrightness,2
539,../smart-lights-en-close-field/speech_corpus/audio/1476.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,lights are off,SwitchLightOff,4
542,../smart-lights-en-close-field/speech_corpus/audio/966.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Raise the lights in the laundry room,IncreaseBrightness,1
565,../smart-lights-en-close-field/speech_corpus/audio/965.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Raise the lights in the changing room,IncreaseBrightness,1
781,../smart-lights-en-close-field/speech_corpus/audio/899.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Please turn down the lights in the pantry,DecreaseBrightness,0
792,../smart-lights-en-close-field/speech_corpus/audio/1279.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights off in the basement,SwitchLightOff,4
844,../smart-lights-en-close-field/speech_corpus/audio/1419.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,entrance light level to ten,SetLightBrightness,2
957,../smart-lights-en-close-field/speech_corpus/audio/1411.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,dim the lights in the cubicle,DecreaseBrightness,0
1153,../smart-lights-en-close-field/speech_corpus/audio/1079.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Switch the lights to dark in the pantry,SwitchLightOff,4
49,../smart-lights-en-close-field/speech_corpus/audio/1307.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights to a higher setting,IncreaseBrightness,1
31,../smart-lights-en-close-field/speech_corpus/audio/1301.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights on please,SwitchLightOn,5
52,../smart-lights-en-close-field/speech_corpus/audio/1413.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,dining room light at thirty nine,SetLightBrightness,2
1,../smart-lights-en-close-field/speech_corpus/audio/1316.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn the lights up in the toilets.,IncreaseBrightness,1
4,../smart-lights-en-close-field/speech_corpus/audio/513.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I'd like the bedroom lights to be at ten percent,SetLightBrightness,2
9,../smart-lights-en-close-field/speech_corpus/audio/1531.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,please give me some light in the kitchen,SwitchLightOn,5
24,../smart-lights-en-close-field/speech_corpus/audio/594.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Increase the lighting,IncreaseBrightness,1
37,../smart-lights-en-close-field/speech_corpus/audio/1365.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,brighten up the cubicle,IncreaseBrightness,1
51,../smart-lights-en-close-field/speech_corpus/audio/1572.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,set the living room lights to ten percent,SetLightBrightness,2
58,../smart-lights-en-close-field/speech_corpus/audio/866.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Please make the lights brighter,IncreaseBrightness,1
88,../smart-lights-en-close-field/speech_corpus/audio/1659.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,turn the lights up,IncreaseBrightness,1
121,../smart-lights-en-close-field/speech_corpus/audio/961.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Put the lights to twelve percent in the bathroom,SetLightBrightness,2
208,../smart-lights-en-close-field/speech_corpus/audio/554.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,In the changing room turn down the light power,DecreaseBrightness,0
224,../smart-lights-en-close-field/speech_corpus/audio/1324.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn the waiting room brightness to two,SetLightBrightness,2
248,../smart-lights-en-close-field/speech_corpus/audio/727.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Make the cubicle lighting to be dimmer,DecreaseBrightness,0
254,../smart-lights-en-close-field/speech_corpus/audio/1101.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,The large meeting room is too dark and must be made brighter,IncreaseBrightness,1
255,../smart-lights-en-close-field/speech_corpus/audio/1642.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,turn on the changing room lights,SwitchLightOn,5
259,../smart-lights-en-close-field/speech_corpus/audio/1156.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn down the lights in the waiting room,DecreaseBrightness,0
277,../smart-lights-en-close-field/speech_corpus/audio/1337.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn up the lights in the patio,IncreaseBrightness,1
301,../smart-lights-en-close-field/speech_corpus/audio/384.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want lighting in the bedroom,SwitchLightOn,5
345,../smart-lights-en-close-field/speech_corpus/audio/455.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the lights to be increased.,IncreaseBrightness,1
506,../smart-lights-en-close-field/speech_corpus/audio/1013.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Set the intensity of the toilet lighting to two,SetLightBrightness,2
515,../smart-lights-en-close-field/speech_corpus/audio/934.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Please turn up the lighting in the toilets.,IncreaseBrightness,1
525,../smart-lights-en-close-field/speech_corpus/audio/1323.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn the vestibule lights up,IncreaseBrightness,1
528,../smart-lights-en-close-field/speech_corpus/audio/1421.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,entrance should be lit at intensity two,SetLightBrightness,2
585,../smart-lights-en-close-field/speech_corpus/audio/1006.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Set the cellar lights to two,SetLightBrightness,2
592,../smart-lights-en-close-field/speech_corpus/audio/129.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Can you turn off the lights please,SwitchLightOff,4
593,../smart-lights-en-close-field/speech_corpus/audio/328.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I don't want there to be lights on anymore,SwitchLightOff,4
601,../smart-lights-en-close-field/speech_corpus/audio/430.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the lighting increased,IncreaseBrightness,1
654,../smart-lights-en-close-field/speech_corpus/audio/1515.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,need light,SwitchLightOn,5
675,../smart-lights-en-close-field/speech_corpus/audio/566.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,In the pantry turn up the brightness,IncreaseBrightness,1
693,../smart-lights-en-close-field/speech_corpus/audio/1123.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Throughout the house turn up the light power,IncreaseBrightness,1
700,../smart-lights-en-close-field/speech_corpus/audio/251.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Decrease the lighting in the laundry room,DecreaseBrightness,0
711,../smart-lights-en-close-field/speech_corpus/audio/337.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I need my bedroom brighter now,IncreaseBrightness,1
721,../smart-lights-en-close-field/speech_corpus/audio/1033.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Set the lights to zero brightness,SwitchLightOff,4
752,../smart-lights-en-close-field/speech_corpus/audio/1331.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn up the lights,IncreaseBrightness,1
753,../smart-lights-en-close-field/speech_corpus/audio/588.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Increase the intensity of the lighting,IncreaseBrightness,1
806,../smart-lights-en-close-field/speech_corpus/audio/324.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I don't want the lights on in the cella anymore,SwitchLightOff,4
816,../smart-lights-en-close-field/speech_corpus/audio/1516.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,need light in the kitchen,SwitchLightOn,5
903,../smart-lights-en-close-field/speech_corpus/audio/520.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I'd like the kitchen to be brighter.,IncreaseBrightness,1
952,../smart-lights-en-close-field/speech_corpus/audio/527.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I'd like the lights to be shut off,SwitchLightOff,4
973,../smart-lights-en-close-field/speech_corpus/audio/471.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the vestibule to shine at twelve percent,SetLightBrightness,2
989,../smart-lights-en-close-field/speech_corpus/audio/1212.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn on the changing room lights,SwitchLightOn,5
1018,../smart-lights-en-close-field/speech_corpus/audio/1414.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,dining room lights at twenty two percent,SetLightBrightness,2
1027,../smart-lights-en-close-field/speech_corpus/audio/882.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Please set the toilet lighting to two,SetLightBrightness,2
1061,../smart-lights-en-close-field/speech_corpus/audio/83.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Can you make it a tad brighter please?,IncreaseBrightness,1
1137,../smart-lights-en-close-field/speech_corpus/audio/326.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I don't want the lights to shine in the living room,SwitchLightOff,4
1192,../smart-lights-en-close-field/speech_corpus/audio/41.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Bright lights please,IncreaseBrightness,1
1215,../smart-lights-en-close-field/speech_corpus/audio/1571.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,set the lights in the changing room to level twenty two,SetLightBrightness,2
1251,../smart-lights-en-close-field/speech_corpus/audio/988.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Set the basement lights to two,SetLightBrightness,2
1277,../smart-lights-en-close-field/speech_corpus/audio/1367.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,can you gimme some light please,SwitchLightOn,5
1278,../smart-lights-en-close-field/speech_corpus/audio/327.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I don't want there to be any light on in the office,SwitchLightOff,4
1303,../smart-lights-en-close-field/speech_corpus/audio/392.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want more light,IncreaseBrightness,1
1312,../smart-lights-en-close-field/speech_corpus/audio/73.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Can you darken the bedroom,DecreaseBrightness,0
1315,../smart-lights-en-close-field/speech_corpus/audio/1429.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,have it be less bright,DecreaseBrightness,0
6,../smart-lights-en-close-field/speech_corpus/audio/541.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I'd prefer it to be brighter,IncreaseBrightness,1
34,../smart-lights-en-close-field/speech_corpus/audio/469.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the toilet lights to be on,SwitchLightOn,5
67,../smart-lights-en-close-field/speech_corpus/audio/458.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the lights to be turned off,SwitchLightOff,4
111,../smart-lights-en-close-field/speech_corpus/audio/776.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Make the lights in the studio to be at twelve,SetLightBrightness,2
123,../smart-lights-en-close-field/speech_corpus/audio/1570.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,set the intensity of the tubelight to two percent,SetLightBrightness,2
127,../smart-lights-en-close-field/speech_corpus/audio/1362.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,bedroom light down,DecreaseBrightness,0
157,../smart-lights-en-close-field/speech_corpus/audio/1579.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,some lights in the kitchen,SwitchLightOn,5
159,../smart-lights-en-close-field/speech_corpus/audio/565.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,In the pantry turn down the brightness,DecreaseBrightness,0
11,../smart-lights-en-close-field/speech_corpus/audio/739.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Make the kitchen brighter,IncreaseBrightness,1
13,../smart-lights-en-close-field/speech_corpus/audio/789.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Make the lights turn off in the waiting room,SwitchLightOff,4
65,../smart-lights-en-close-field/speech_corpus/audio/1185.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn off the lights in the bathroom,SwitchLightOff,4
71,../smart-lights-en-close-field/speech_corpus/audio/27.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Adjust the toilet lighting to the two setting,SetLightBrightness,2
80,../smart-lights-en-close-field/speech_corpus/audio/578.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Increase the brightness of the basement,IncreaseBrightness,1
105,../smart-lights-en-close-field/speech_corpus/audio/1247.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Turn the brightness up in the basement,IncreaseBrightness,1
121,../smart-lights-en-close-field/speech_corpus/audio/174.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,Change the cubicle lights up to ten,SetLightBrightness,2
